unique_id,year,state_po,county_name,votemargin_DR,proportion_explained_by_DR,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20,margin_2012,margin_2016,margin_2020,totalvotes,Education,Immigration,Income,Unemployment,Marital
2020_40135,2020,OK,SEQUOYAH,-59,98.5,-15.1,-4.8,15.1,4.8,-39.1,-54.2,-59,15386,13.8,1.7000000000000002,15.6,3,28.6
2020_40141,2020,OK,TILLMAN,-54.6,98.7,-14.2,-7.1,14.2,7.1,-33.4,-47.6,-54.6,2708,16.5,7.4,14.2,3.1,31.4
2020_41011,2020,OR,COOS,-20.5,97.3,-17.3,3.2,17.3,3.2,-6.4,-23.7,-20.5,37075,19.9,3.7,21.8,3.6,27.6
2020_41041,2020,OR,LINCOLN,16,97.1,-10.8,6.3,10.8,6.3,20.5,9.7,16,30726,27.7,4.8,22.8,3.5,27.8
2020_42031,2020,PA,CLARION,-50.8,98.8,-11.7,-3.4,11.7,3.4,-35.7,-47.4,-50.8,19493,23,0.8,22,3.5,34
2020_42059,2020,PA,GREENE,-43.4,99,-22.6,-3,22.6,3,-17.8,-40.4,-43.4,17669,17.7,0.8,27,2.4,33
2020_42069,2020,PA,LACKAWANNA,8.4,99.1,-23.8,4.9,23.8,4.9,27.3,3.5,8.4,115410,28.7,5.6000000000000005,25.5,2.5,37.2
2020_42079,2020,PA,LUZERNE,-14.4,99,-24.2,5.1,24.2,5.1,4.8,-19.4,-14.4,153321,23.6,7.000000000000001,24.8,3.7,38.3
2020_42081,2020,PA,LYCOMING,-41.3,98.6,-11.5,3.4,11.5,3.4,-33.2,-44.7,-41.3,59254,23.5,1.9,26.1,3,33.6
2020_42089,2020,PA,MONROE,6.4,98.8,-12.5,5.6,12.5,5.6,13.3,0.8,6.4,83829,25.8,10.1,37.2,3.8,36.1
2020_42097,2020,PA,NORTHUMBERLAND,-38.5,98.5,-23.3,4.2,23.3,4.2,-19.4,-42.7,-38.5,42283,17.9,1.3,21.6,2.4,34
2020_42103,2020,PA,PIKE,-19,99,-15,7,15,7,-11.1,-26.1,-19,32554,27.1,7.199999999999999,36.2,4.5,29.1
2020_42107,2020,PA,SCHUYLKILL,-39.9,98.6,-29.9,3.5,29.9,3.5,-13.4,-43.3,-39.9,70603,17,2,25.2,3,36
2020_42127,2020,PA,WAYNE,-33.6,99.1,-17.6,4.8,17.6,4.8,-20.8,-38.5,-33.6,28089,20.7,3.5999999999999996,26.700000000000003,2.6,34.6
2020_42131,2020,PA,WYOMING,-35.2,98.5,-25.4,3,25.4,3,-12.9,-38.2,-35.2,14858,20.7,1.3,30.3,2.9,31.8
2020_44003,2020,RI,KENT,7.6,97.9,-18.4,8.3,18.4,8.3,17.7,-0.7,7.6,93093,32.7,6.6000000000000005,42.9,2.9,32.8
2020_45001,2020,SC,ABBEVILLE,-33.1,99.1,-14.6,-5,14.6,5,-13.5,-28,-33.1,12433,18.3,2.4,16.7,2.6,32.2
2020_45023,2020,SC,CHESTER,-10.9,99,-15.4,-6.1,15.4,6.1,10.6,-4.8,-10.9,15757,13.7,1.7000000000000002,17.4,2.7,34.5
2020_45025,2020,SC,CHESTERFIELD,-20.5,99.2,-11.6,-5.7,11.6,5.7,-3.2,-14.8,-20.5,18876,12.4,2.5,15.7,5.5,32.5
2020_45087,2020,SC,UNION,-24.5,99,-13,-5.2,13,5.2,-6.3,-19.3,-24.5,13257,13.5,0.8999999999999999,15.1,4.4,30.3
2020_46003,2020,SD,AURORA,-52.3,97.4,-27.3,-7.3,27.3,7.3,-17.7,-45.1,-52.3,1405,20.3,4.5,34.300000000000004,0.2,34.4
2020_46007,2020,SD,BENNETT,-19.3,98.1,-15.6,2.8,15.6,2.8,-6.5,-22.1,-19.3,1183,22.4,1.7000000000000002,15.7,5.4,47.1
2020_46009,2020,SD,BON HOMME,-50.4,98.5,-25.5,-3.3,25.5,3.3,-21.6,-47.1,-50.4,3001,20.3,0.8999999999999999,22.4,2.1,40.4
2020_46017,2020,SD,BUFFALO,30.8,97.4,-22.2,5.3,22.2,5.3,47.7,25.5,30.8,549,8.1,0,10.2,12.6,52.2
2020_46019,2020,SD,BUTTE,-58.1,97.3,-11.9,3,11.9,3,-49.2,-61.2,-58.1,4802,21.5,1,21.7,3.9,26.9
2020_46023,2020,SD,CHARLES MIX,-36.3,98.6,-22.3,5.8,22.3,5.8,-19.8,-42.1,-36.3,3783,20.2,0.8,24.1,5.3,34.9
2020_46025,2020,SD,CLARK,-50.6,97.8,-25.3,-5.9,25.3,5.9,-19.4,-44.7,-50.6,1850,18.9,2.4,22.8,2.3,27.1
2020_46037,2020,SD,DAY,-27.6,98.5,-29.9,-3.8,29.9,3.8,6.2,-23.8,-27.6,2964,22.1,0.6,19.6,0.9,24.9
2020_46039,2020,SD,DEUEL,-46.4,98.2,-27.5,-8.1,27.5,8.1,-10.8,-38.3,-46.4,2350,22.7,1.7000000000000002,36.1,0.9,23.8
2020_46041,2020,SD,DEWEY,17.3,97.7,-19,7.7,19,7.7,28.7,9.7,17.3,1966,17.2,1,18.9,14.4,43.4
2020_46043,2020,SD,DOUGLAS,-73.3,98.7,-10.7,-3.3,10.7,3.3,-59.3,-70,-73.3,1707,18.2,0.8999999999999999,31.6,0.3,20.5
2020_46049,2020,SD,FAULK,-64.8,98.3,-20,-6.3,20,6.3,-38.5,-58.5,-64.8,1182,28.6,0,21.7,3,24.5
2020_46073,2020,SD,JERAULD,-44.8,98.5,-31.2,-5.1,31.2,5.1,-8.5,-39.7,-44.8,1006,21.3,3.2,21.6,0.2,21.1
2020_46085,2020,SD,LYMAN,-32.4,98.1,-21.9,10.4,21.9,10.4,-20.9,-42.8,-32.4,1597,23.1,0.7000000000000001,25.8,4,42.4
2020_46091,2020,SD,MARSHALL,-19.7,98.5,-24.2,-4.2,24.2,4.2,8.7,-15.5,-19.7,2178,25.8,4.2,36.7,1.8,28
2020_46093,2020,SD,MEADE,-48.2,96.3,-10.6,5.3,10.6,5.3,-42.9,-53.5,-48.2,13670,26.1,2.1999999999999997,32,1.7,33.8
2020_46095,2020,SD,MELLETTE,-19.6,97.1,-23.2,4.4,23.2,4.4,-0.8,-24,-19.6,769,13.2,0,9.3,4.4,42.1
2020_46111,2020,SD,SANBORN,-54.7,98.1,-24.7,-3.2,24.7,3.2,-26.8,-51.5,-54.7,1185,19.6,1,26.5,1.1,26.4
2020_46115,2020,SD,SPINK,-35,98.1,-19.5,-3.3,19.5,3.3,-12.2,-31.7,-35,3163,26.2,1.4,31.9,1.6,30.1
2020_46117,2020,SD,STANLEY,-47.3,98.3,-11.5,4.9,11.5,4.9,-40.8,-52.3,-47.3,1652,28.5,1,39.5,0,24
2020_46119,2020,SD,SULLY,-58.2,98,-10.7,4.8,10.7,4.8,-52.2,-63,-58.2,930,21.8,0,30.6,0.4,18.4
2020_46121,2020,SD,TODD,56.4,98.3,-11.3,8.5,11.3,8.5,59.2,47.9,56.4,2539,13.7,2.9000000000000004,1.5,4.2,62.9
2020_46129,2020,SD,WALWORTH,-54.3,98.1,-15,3.8,15,3.8,-43.1,-58.1,-54.3,2580,21.5,1,23.4,3.2,32
2020_46137,2020,SD,ZIEBACH,8.5,97.7,-18.4,10.5,18.4,10.5,16.4,-2,8.5,906,16.1,0.4,11.5,20.6,56
2020_47005,2020,TN,BENTON,-57,99.1,-25.7,-5.8,25.7,5.8,-25.6,-51.2,-57,7260,12.8,1.7000000000000002,13.4,3.3,26
2020_47007,2020,TN,BLEDSOE,-65.2,98.9,-18.2,-6.8,18.2,6.8,-40.3,-58.4,-65.2,5758,11.4,3,21.7,3.7,35.3
2020_47013,2020,TN,CAMPBELL,-66.2,98.9,-17.2,-5.4,17.2,5.4,-43.6,-60.8,-66.2,14933,13,1,15.6,5.5,28.1
2020_47015,2020,TN,CANNON,-59.9,98.4,-19.1,-5.7,19.1,5.7,-35.1,-54.2,-59.9,6557,16.3,1.4,24.2,1.7,26.3
2020_47017,2020,TN,CARROLL,-55.8,98.8,-17.7,-3.5,17.7,3.5,-34.6,-52.3,-55.8,11905,18.7,1.4,16.5,2.1,28.8
2020_47027,2020,TN,CLAY,-57,98.9,-23.9,-7.9,23.9,7.9,-25.2,-49.1,-57,3506,13,2.1999999999999997,7.8,2.4,20.3
2020_47033,2020,TN,CROCKETT,-53.8,99,-11.2,-4.2,11.2,4.2,-38.5,-49.6,-53.8,6114,15.2,4.5,20.3,2.4,28.5
2020_47039,2020,TN,DECATUR,-63.4,97.9,-21.7,-4.8,21.7,4.8,-37,-58.7,-63.4,5241,14.3,0.3,14.499999999999998,4,22
2020_47041,2020,TN,DEKALB,-57.8,98.9,-21.1,-6,21.1,6,-30.7,-51.8,-57.8,8513,18.9,5.5,17.7,2.6,24.6
2020_47049,2020,TN,FENTRESS,-71.3,99.2,-13.9,-4,13.9,4,-53.4,-67.3,-71.3,8729,16.6,0.6,14.3,3.2,25.8
2020_47051,2020,TN,FRANKLIN,-47.7,98.5,-14.7,-4,14.7,4,-28.9,-43.6,-47.7,19132,20.8,2.8000000000000003,20.4,2.2,30.3
2020_47053,2020,TN,GIBSON,-47,98.6,-11.5,-3.3,11.5,3.3,-32.1,-43.6,-47,22335,17.9,1.4,18.6,3.2,30.2
2020_47055,2020,TN,GILES,-49.1,99.1,-16.2,-3.8,16.2,3.8,-29.2,-45.4,-49.1,13203,17.9,1.6,22.1,3,30.7
2020_47061,2020,TN,GRUNDY,-65.1,98.9,-34.8,-9.8,34.8,9.8,-20.6,-55.4,-65.1,5855,13.4,0.8999999999999999,16.7,4.3,26
2020_47067,2020,TN,HANCOCK,-73.3,99.6,-16.8,-5.1,16.8,5.1,-51.4,-68.2,-73.3,2744,10.7,0.8999999999999999,4.8,5.3,31.3
2020_47069,2020,TN,HARDEMAN,-15.7,98.8,-13.8,-7.8,13.8,7.8,5.9,-7.9,-15.7,10063,10.5,1.1,13.900000000000002,6,41.9
2020_47071,2020,TN,HARDIN,-67.5,98.2,-12.6,-3.2,12.6,3.2,-51.6,-64.2,-67.5,11538,16.5,0.8,16,2.3,25
2020_47081,2020,TN,HICKMAN,-55.4,98.7,-22.4,-5.9,22.4,5.9,-27.1,-49.5,-55.4,9832,9.4,1.1,20.200000000000003,1.7,34.5
2020_47083,2020,TN,HOUSTON,-50.1,97.4,-35.6,-8.6,35.6,8.6,-5.9,-41.5,-50.1,3686,13.4,0.5,17,2.9,33.6
2020_47085,2020,TN,HUMPHREYS,-49.8,98.8,-27.9,-8.4,27.9,8.4,-13.5,-41.4,-49.8,8236,14.8,1.4,20.9,5,26.6
2020_47087,2020,TN,JACKSON,-56,98.7,-31.8,-8.9,31.8,8.9,-15.4,-47.2,-56,5323,11.6,1.2,10.9,3.9,29.1
2020_47095,2020,TN,LAKE,-47.5,99.2,-26.2,-7.9,26.2,7.9,-13.4,-39.6,-47.5,2034,10.1,1.3,9.6,3.8,49.2
2020_47097,2020,TN,LAUDERDALE,-27.7,98.9,-15.6,-5.1,15.6,5.1,-7,-22.6,-27.7,8965,9.6,1.9,15.7,3.4,36.8
2020_47099,2020,TN,LAWRENCE,-64.9,99,-18.3,-3.6,18.3,3.6,-42.9,-61.3,-64.9,18718,13.9,1.2,17.2,4.5,28.5
2020_47115,2020,TN,MARION,-50.8,98.7,-22.5,-6,22.5,6,-22.3,-44.8,-50.8,13256,12.5,0.8999999999999999,22.2,2.9,25.4
2020_47117,2020,TN,MARSHALL,-50,98.5,-17.6,-3.4,17.6,3.4,-28.9,-46.5,-50,14878,16.2,2.5,26.4,3.9,25.4
2020_47109,2020,TN,MCNAIRY,-63.4,97.9,-15.1,-3.7,15.1,3.7,-44.6,-59.7,-63.4,11275,13.1,1,14.4,3.4,25.6
2020_47121,2020,TN,MEIGS,-62.5,99,-17.9,-5,17.9,5,-39.6,-57.5,-62.5,5532,10.2,1.7999999999999998,22.8,4.6,21.2
2020_47123,2020,TN,MONROE,-62.6,98.8,-14.6,-3,14.6,3,-45,-59.6,-62.6,20797,15.3,2.3,18.7,3.5,24.8
2020_47127,2020,TN,MOORE,-65.4,97.8,-14.3,-2.9,14.3,2.9,-48.2,-62.5,-65.4,3539,19.4,2.9000000000000004,33.2,2.1,25.4
2020_47129,2020,TN,MORGAN,-70,98.4,-20.2,-4.6,20.2,4.6,-45.3,-65.4,-70,8228,11.4,0.6,15.5,3.3,35.2
2020_47133,2020,TN,OVERTON,-58.6,99.1,-24.3,-8.6,24.3,8.6,-25.7,-50,-58.6,10037,12.5,0.6,11.4,2,24.5
2020_47135,2020,TN,PERRY,-63,98.9,-32.6,-8,32.6,8,-22.4,-55,-63,3428,8.6,1.7999999999999998,21.2,4.3,28.9
2020_47137,2020,TN,PICKETT,-63.3,99.1,-16,-6.5,16,6.5,-40.8,-56.8,-63.3,2931,13.5,1.3,16.7,2.3,18.3
2020_47139,2020,TN,POLK,-63.4,99.1,-21.8,-4.4,21.8,4.4,-37.2,-59,-63.4,8360,12.6,1.7000000000000002,18.5,3.5,23.8
2020_47143,2020,TN,RHEA,-63.7,98.4,-11.9,-2.9,11.9,2.9,-48.9,-60.7,-63.7,13637,16.6,2.7,19.1,4.7,28.1
2020_47151,2020,TN,SCOTT,-77.5,99.3,-16.8,-5.8,16.8,5.8,-55,-71.7,-77.5,9052,9.2,0.3,11.9,4.2,25.4
2020_47153,2020,TN,SEQUATCHIE,-62.8,98.6,-19.6,-3.3,19.6,3.3,-39.9,-59.5,-62.8,7252,14.7,2.6,17.599999999999998,2.4,27.5
2020_47159,2020,TN,SMITH,-58.9,98.8,-22.6,-7.8,22.6,7.8,-28.6,-51.2,-58.9,9051,17.2,2.1999999999999997,21.1,2.2,25.6
2020_47161,2020,TN,STEWART,-59.1,98.2,-32.4,-9.2,32.4,9.2,-17.5,-49.9,-59.1,6296,18.2,1.7000000000000002,21.8,3.3,26.6
2020_47169,2020,TN,TROUSDALE,-48.1,98.7,-23.8,-11.5,23.8,11.5,-12.8,-36.6,-48.1,3998,11.6,0.8999999999999999,27.800000000000004,2.5,40.4
2020_47173,2020,TN,UNION,-68.4,99.1,-16.6,-3.7,16.6,3.7,-48.1,-64.7,-68.4,8123,11.1,0.5,18.3,3.5,24.8
2020_47175,2020,TN,VAN BUREN,-61.6,98.8,-30.7,-8.6,30.7,8.6,-22.2,-53,-61.6,2921,8.6,1.3,20.3,2.6,21.5
2020_47177,2020,TN,WARREN,-49.5,98.5,-19.1,-5.4,19.1,5.4,-25,-44.1,-49.5,16009,13.7,5.6000000000000005,16.3,2.2,28.7
2020_47185,2020,TN,WHITE,-62.7,98.8,-22.1,-3.4,22.1,3.4,-37.2,-59.3,-62.7,11895,12.7,1,17.599999999999998,2.6,24
2020_47187,2020,TN,WILLIAMSON,-26.1,98.3,11.5,8.9,11.5,8.9,-46.5,-35,-26.1,139016,60.5,7.6,71.2,1.7,25.4
2020_48013,2020,TX,ATASCOSA,-34,98.9,-10.7,-5,10.7,5,-18.3,-29,-34,18118,15.3,7.4,29.6,4.1,30.9
2020_48041,2020,TX,BRAZOS,-14.3,97.4,12,8.9,12,8.9,-35.3,-23.2,-14.3,85061,41.4,12.8,22.4,2.7,51.9
2020_48079,2020,TX,COCHRAN,-63.2,98.6,-11.4,-8.9,11.4,8.9,-42.9,-54.3,-63.2,1000,8.2,12.7,15,5.7,35.8
2020_48085,2020,TX,COLLIN,-4.4,98.5,14.8,12.4,14.8,12.4,-31.5,-16.7,-4.4,490856,53.2,21.3,62.7,2.8,30
2020_48101,2020,TX,COTTLE,-64.5,98.6,-17,3.1,17,3.1,-50.6,-67.6,-64.5,662,18.9,0.2,14.4,5.1,35.6
2020_48105,2020,TX,CROCKETT,-55.7,99.4,-10.8,-12.1,10.8,12.1,-32.7,-43.6,-55.7,1574,9.7,9.5,19.6,0,24.6
2020_48107,2020,TX,CROSBY,-44.5,98.5,-13.7,-3.2,13.7,3.2,-27.6,-41.3,-44.5,1953,14.9,4.6,16.2,3.2,30.4
2020_48113,2020,TX,DALLAS,31.7,98.5,10.6,5.6,10.6,5.6,15.5,26.1,31.7,919504,32.5,24.3,31.7,3.5,40.5
2020_48121,2020,TX,DENTON,-8.1,98.4,11.6,11.9,11.6,11.9,-31.6,-20,-8.1,417964,45.8,15.6,54.50000000000001,2.8,32.8
2020_48125,2020,TX,DICKENS,-73.2,99.5,-12.4,-4.2,12.4,4.2,-56.6,-69,-73.2,988,18.6,7.9,15.1,3,26.6
2020_48131,2020,TX,DUVAL,2.6,99.3,-18.9,-32.6,18.9,32.6,54.1,35.2,2.6,5053,9.2,4.3999999999999995,18.5,4.8,46.8
2020_48141,2020,TX,EL PASO,35.2,98.4,10.8,-8,10.8,8,32.4,43.1,35.2,266729,24,23.9,20.8,3.7,38.9
2020_48151,2020,TX,FISHER,-60,98.6,-14.1,-10.2,14.1,10.2,-35.7,-49.9,-60,1826,20.3,2.1999999999999997,24.3,1.7,23.7
2020_48155,2020,TX,FOARD,-62.8,98.7,-10.6,-10.2,10.6,10.2,-42,-52.6,-62.8,551,12.8,3.1,13.6,5.1,26.6
2020_48157,2020,TX,FORT BEND,10.6,98.8,13.5,3.9,13.5,3.9,-6.8,6.6,10.6,357514,46.5,28.6,62.4,3.8,30.5
2020_48175,2020,TX,GOLIAD,-55.3,99.2,-10.7,-10.9,10.7,10.9,-33.7,-44.4,-55.3,3995,15.9,3.9,22.2,2.2,30.1
2020_48191,2020,TX,HALL,-70.7,99.5,-15.7,-3.9,15.7,3.9,-51.1,-66.8,-70.7,1169,18.3,10.2,14.3,6,26.6
2020_48207,2020,TX,HASKELL,-67.2,99.1,-18.3,-5.6,18.3,5.6,-43.3,-61.5,-67.2,2214,16.7,8.6,21.4,3.7,32.7
2020_48253,2020,TX,JONES,-69.1,98.8,-10.6,-4,10.6,4,-54.5,-65.2,-69.1,6741,11.8,3.7,24.2,2,45.8
2020_48311,2020,TX,MCMULLEN,-78.9,99.4,-10.6,4.1,10.6,4.1,-72.4,-83,-78.9,516,14.8,5.1,36.1,3.1,29.8
2020_48335,2020,TX,MITCHELL,-68.7,99.5,-12.3,-3.8,12.3,3.8,-52.6,-64.9,-68.7,2579,12.1,3.5000000000000004,18.1,1.4,45.7
2020_48351,2020,TX,NEWTON,-60.9,99.4,-15.1,-4.3,15.1,4.3,-41.5,-56.6,-60.9,6094,8.8,1,14.7,5.7,26.7
2020_48395,2020,TX,ROBERTSON,-40.4,99,-12.8,-5.4,12.8,5.4,-22.2,-35,-40.4,8099,18.4,4.3999999999999995,25.3,5.3,27.3
2020_48427,2020,TX,STARR,5,99.1,-13.1,-55.2,13.1,55.2,73.3,60.2,5,17525,10.9,27.500000000000004,6.9,7.7,40.2
2020_48431,2020,TX,STERLING,-83.4,99.4,11,-7.7,11,7.7,-86.6,-75.7,-83.4,639,18.4,11.1,24.8,0.7,25.1
2020_48453,2020,TX,TRAVIS,45.1,98.1,14.7,6.5,14.7,6.5,23.9,38.6,45.1,608575,51.5,17,46.8,3.1,42.9
2020_48457,2020,TX,TYLER,-70.3,99.3,-11.6,-3.2,11.6,3.2,-55.4,-67.1,-70.3,9660,14.2,3.2,20.5,5.9,33.6
2020_48491,2020,TX,WILLIAMSON,1.4,97.9,11.8,11.1,11.8,11.1,-21.5,-9.7,1.4,289555,41.9,13,54.900000000000006,3.4,32.5
2020_49003,2020,UT,BOX ELDER,-63.2,96.3,27.5,-12.8,27.5,12.8,-77.9,-50.4,-63.2,27023,23.7,3.1,33.1,2,28.1
2020_49005,2020,UT,CACHE,-36.6,93.7,40.8,-9.4,40.8,9.4,-68.1,-27.2,-36.6,58358,38.5,6.4,30.6,2,35.8
2020_49011,2020,UT,DAVIS,-27.5,95.1,37.8,-3.4,37.8,3.4,-61.9,-24.2,-27.5,169814,38.2,5.3,52.3,1.8,29.3
2020_49017,2020,UT,GARFIELD,-60.2,97.8,16.6,-6.9,16.6,6.9,-69.8,-53.2,-60.2,2732,25.4,2.8000000000000003,17.599999999999998,1.7,26.9
2020_49021,2020,UT,IRON,-56.2,95.1,20.6,-4.5,20.6,4.5,-72.2,-51.6,-56.2,25104,28.9,4,23.799999999999997,3,32.4
2020_49023,2020,UT,JUAB,-75.7,97.7,18.4,-18.6,18.4,18.6,-75.5,-57.1,-75.7,5865,18.7,2.9000000000000004,36.9,2.3,31.3
2020_49027,2020,UT,MILLARD,-77.2,97.4,15.1,-11.8,15.1,11.8,-80.5,-65.4,-77.2,6190,22.4,6.1,32.800000000000004,2.3,22.5
2020_49029,2020,UT,MORGAN,-62,94.9,30.4,-11.7,30.4,11.7,-80.7,-50.3,-62,6606,38.4,1.7000000000000002,62.6,1,23
2020_49033,2020,UT,RICH,-71.4,97.7,20.1,-8.9,20.1,8.9,-82.6,-62.5,-71.4,1369,22,4.8,33.300000000000004,1.4,31.7
2020_49039,2020,UT,SANPETE,-68.6,97.1,22.6,-13.4,22.6,13.4,-77.8,-55.2,-68.6,12625,20.7,5.3,26.9,2.4,35.2
2020_49043,2020,UT,SUMMIT,19.1,97.7,20,3.8,20,3.8,-4.6,15.4,19.1,26086,56.1,9.6,67.80000000000001,1.5,31.8
2020_49045,2020,UT,TOOELE,-38.3,95.1,20.4,-8.1,20.4,8.1,-50.6,-30.2,-38.3,31506,23.1,4.1000000000000005,43.6,3.6,30.8
2020_49047,2020,UT,UINTAH,-75.8,97.5,12.5,-6.9,12.5,6.9,-81.4,-68.9,-75.8,15303,16.3,2.5,29.799999999999997,4.2,33.6
2020_49049,2020,UT,UTAH,-41.1,94.6,42,-4.5,42,4.5,-78.6,-36.5,-41.1,284286,41.1,7.3,43.9,2.6,34.7
2020_49055,2020,UT,WAYNE,-53.3,98.3,17,-4.4,17,4.4,-65.9,-48.9,-53.3,1621,24,5.800000000000001,21.6,1,23.7
2020_50003,2020,VT,BENNINGTON,26.5,96,-12.3,5.7,12.3,5.7,33.1,20.8,26.5,19357,37.5,2.9000000000000004,28.799999999999997,2.5,33.5
2020_50005,2020,VT,CALEDONIA,17.2,95.3,-16.2,10.7,16.2,10.7,22.7,6.5,17.2,15158,30.7,2.1999999999999997,24.2,1.9,32.9
2020_50009,2020,VT,ESSEX,-6.5,95.7,-30.1,10.2,30.1,10.2,13.4,-16.6,-6.5,4237,18.4,2.7,19.8,2.9,26.8
2020_50011,2020,VT,FRANKLIN,9,95.5,-20.6,6.2,20.6,6.2,23.4,2.8,9,26072,26.5,2.6,34.5,2.9,32.3
2020_50013,2020,VT,GRAND ISLE,19.9,95.8,-11.2,5.2,11.2,5.2,26,14.8,19.9,5782,42.2,4.2,47.599999999999994,2.8,28.3
2020_50015,2020,VT,LAMOILLE,42.1,95.3,-13.2,13.3,13.2,13.3,42,28.8,42.1,15679,41,3.3000000000000003,33.6,2.6,33.3
2020_50019,2020,VT,ORLEANS,4.3,96.1,-23.8,4.1,23.8,4.1,24,0.2,4.3,15442,24.2,3.9,25.7,2.6,29.5
2020_50021,2020,VT,RUTLAND,11.9,96,-18,7.9,18,7.9,21.9,3.9,11.9,34772,32.2,2.4,27.9,2.2,32
2020_51003,2020,VA,ALBEMARLE,33.5,97.9,12.8,8.7,12.8,8.7,12,24.8,33.5,64657,58.7,10.3,50,2.1,33.2
2020_51510,2020,VA,ALEXANDRIA CITY,62.6,97.9,14.5,4.6,14.5,4.6,43.5,58,62.6,82521,65.1,26.1,64,2.5,40.2
2020_51005,2020,VA,ALLEGHANY,-44.1,98.8,-34.3,-7.1,34.3,7.1,-2.7,-37,-44.1,8203,14.6,1.2,21,2.3,28.9
2020_51013,2020,VA,ARLINGTON,63.5,97.6,19.4,4.3,19.4,4.3,39.8,59.2,63.5,130739,75.8,22.6,80.4,2.2,45.9
2020_51017,2020,VA,BATH,-47.5,99.2,-24.9,-5.6,24.9,5.6,-17.1,-41.9,-47.5,2501,17.4,2,26.6,3.6,27.6
2020_51520,2020,VA,BRISTOL CITY,-38.8,98,-12.5,4.6,12.5,4.6,-31,-43.5,-38.8,7814,21.8,0.4,13.900000000000002,3.7,34.7
2020_51027,2020,VA,BUCHANAN,-67.5,99.4,-25.6,-7.2,25.6,7.2,-34.6,-60.3,-67.5,9957,11.8,1.6,9.6,2.4,29.7
2020_51035,2020,VA,CARROLL,-62.7,99,-20.2,-3.4,20.2,3.4,-39.1,-59.3,-62.7,15657,14.8,2.1,17.8,2.3,26.8
2020_51540,2020,VA,CHARLOTTESVILLE CITY,72.7,98.3,13,6.2,13,6.2,53.5,66.5,72.7,24213,55.7,11.3,29.9,2.6,53.1
2020_51580,2020,VA,COVINGTON CITY,-23.7,97.7,-33,-5.4,33,5.4,14.8,-18.3,-23.7,2603,15.1,3,15,1.4,27.3
2020_51045,2020,VA,CRAIG,-61.5,98.5,-22.5,-4.3,22.5,4.3,-34.8,-57.2,-61.5,3170,21.7,0.3,28.4,1,19.3
2020_51059,2020,VA,FAIRFAX,41.8,97.9,15.3,6,15.3,6,20.5,35.8,41.8,601243,62.1,30.9,84.6,2.8,34.1
2020_51600,2020,VA,FAIRFAX CITY,38.3,97.7,14.3,7.8,14.3,7.8,16.1,30.5,38.3,13487,60.3,29.5,70,2.8,34.6
2020_51610,2020,VA,FALLS CHURCH CITY,64.1,97.9,18.5,6.2,18.5,6.2,39.4,57.9,64.1,8819,79.1,17,99.8,3.3,32
2020_51063,2020,VA,FLOYD,-34.2,98.1,-11.8,3,11.8,3,-25.4,-37.2,-34.2,9412,21.7,3.2,23.200000000000003,1.8,22.6
2020_51071,2020,VA,GILES,-51.4,98.4,-22.7,-3.2,22.7,3.2,-25.5,-48.2,-51.4,9178,19.5,1.3,28.000000000000004,2.4,30
2020_51073,2020,VA,GLOUCESTER,-35.5,98,-11.3,3.7,11.3,3.7,-27.9,-39.2,-35.5,22284,24,1.5,39.5,2.2,27.1
2020_51077,2020,VA,GRAYSON,-61.4,99.2,-19.1,-4,19.1,4,-38.4,-57.4,-61.4,8131,16,2.6,15.4,2.2,29.5
2020_51097,2020,VA,KING AND QUEEN,-20.9,98.2,-13.8,-3.8,13.8,3.8,-3.3,-17.1,-20.9,4115,25.8,0.5,34.5,2.2,23.7
2020_51105,2020,VA,LEE,-69.1,99.1,-18.5,-6.2,18.5,6.2,-44.4,-62.9,-69.1,9947,9.6,1.4,10.2,4.1,33.6
2020_51107,2020,VA,LOUDOUN,25,98,12.4,8.2,12.4,8.2,4.5,16.8,25,224976,61.6,25.2,100,2.7,28.7
2020_51720,2020,VA,NORTON CITY,-40.3,98.3,-21.6,3.4,21.6,3.4,-22.1,-43.7,-40.3,1601,20.2,0,6.6000000000000005,4.5,34.3
2020_51137,2020,VA,ORANGE,-21.4,98.4,-11.9,5.1,11.9,5.1,-14.5,-26.4,-21.4,20754,25.7,4.3,41.8,3.4,29.5
2020_51141,2020,VA,PATRICK,-58,99,-16.2,-3,16.2,3,-38.8,-55,-58,9535,14.9,1.3,19.7,2,21.2
2020_51163,2020,VA,ROCKBRIDGE,-32.3,98.4,-11.6,-3,11.6,3,-17.8,-29.4,-32.3,12377,27.6,3.1,25.5,2.7,30.6
2020_51167,2020,VA,RUSSELL,-63.5,99,-21.8,-4.8,21.8,4.8,-36.9,-58.7,-63.5,13386,10.2,0.8,13,2.9,25.1
2020_53015,2020,WA,COWLITZ,-17.4,96.8,-18.2,-3.7,18.2,3.7,4.4,-13.7,-17.4,60280,17,3.9,29.2,3.6,32.3
2020_53041,2020,WA,LEWIS,-32.8,96.9,-13.3,3.3,13.3,3.3,-22.9,-36.1,-32.8,45309,19.1,4.9,26.200000000000003,3.6,30.9
2020_53049,2020,WA,PACIFIC,-1.1,97.7,-18.4,5.8,18.4,5.8,11.5,-6.9,-1.1,14064,20.3,6.3,22.9,2.4,26.1
